English Sentence,English NER Tagged,Chinese Sentence,Chinese NER Tagged,Merged English NER Tagged,Merged Chinese NER Tagged
"And Kevin Kennon, Rick Scofidio, Liz Diller and all the people within the city -- Norman Lear, who I spoke to four hours before our deadline for funding, offered to give us a bridge loan to help us get through it.","[{'entity': 'I-PER', 'score': 0.9999958, 'index': 2, 'word': '▁Kevin', 'start': 4, 'end': 9}, {'entity': 'I-PER', 'score': 0.99999523, 'index': 3, 'word': '▁Kenn', 'start': 10, 'end': 14}, {'entity': 'I-PER', 'score': 0.9999887, 'index': 4, 'word': 'on', 'start': 14, 'end': 16}, {'entity': 'I-PER', 'score': 0.9999951, 'index': 6, 'word': '▁Rick', 'start': 18, 'end': 22}, {'entity': 'I-PER', 'score': 0.99999595, 'index': 7, 'word': '▁Sco', 'start': 23, 'end': 26}, {'entity': 'I-PER', 'score': 0.99997234, 'index': 8, 'word': 'fi', 'start': 26, 'end': 28}, {'entity': 'I-PER', 'score': 0.9999765, 'index': 9, 'word': 'dio', 'start': 28, 'end': 31}, {'entity': 'I-PER', 'score': 0.99998116, 'index': 11, 'word': '▁Liz', 'start': 33, 'end': 36}, {'entity': 'I-PER', 'score': 0.9999908, 'index': 12, 'word': '▁Dil', 'start': 37, 'end': 40}, {'entity': 'I-PER', 'score': 0.99998283, 'index': 13, 'word': 'ler', 'start': 40, 'end': 43}, {'entity': 'I-PER', 'score': 0.9999949, 'index': 22, 'word': '▁Norman', 'start': 82, 'end': 88}, {'entity': 'I-PER', 'score': 0.99999607, 'index': 23, 'word': '▁Le', 'start': 89, 'end': 91}, {'entity': 'I-PER', 'score': 0.99999714, 'index': 24, 'word': 'ar', 'start': 91, 'end': 93}]","?文肯?，里克斯科菲迪?,利?迪勒 和城市里的所有人-- ?曼李?, 在我??找?金的截止日期前的4?小?，我在跟他??， 他提供我?短期?度?款??我??利度???。","[{'entity': 'I-PER', 'score': 0.9961035, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99914205, 'index': 2, 'word': '?', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99921656, 'index': 3, 'word': '文', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.998909, 'index': 4, 'word': '肯', 'start': 2, 'end': 3}, {'entity': 'I-PER', 'score': 0.9990048, 'index': 5, 'word': '?', 'start': 3, 'end': 4}, {'entity': 'I-ORG', 'score': 0.678894, 'index': 7, 'word': '里', 'start': 5, 'end': 6}, {'entity': 'I-ORG', 'score': 0.93900627, 'index': 8, 'word': '克斯', 'start': 6, 'end': 8}, {'entity': 'I-ORG', 'score': 0.94389755, 'index': 9, 'word': '科', 'start': 8, 'end': 9}, {'entity': 'I-ORG', 'score': 0.99132687, 'index': 10, 'word': '菲', 'start': 9, 'end': 10}, {'entity': 'I-ORG', 'score': 0.99555296, 'index': 11, 'word': '迪', 'start': 10, 'end': 11}, {'entity': 'I-ORG', 'score': 0.96454275, 'index': 12, 'word': '?', 'start': 11, 'end': 12}, {'entity': 'I-PER', 'score': 0.9992513, 'index': 14, 'word': '利', 'start': 13, 'end': 14}, {'entity': 'I-PER', 'score': 0.9974469, 'index': 15, 'word': '?', 'start': 14, 'end': 15}, {'entity': 'I-PER', 'score': 0.9982456, 'index': 16, 'word': '迪', 'start': 15, 'end': 16}, {'entity': 'I-PER', 'score': 0.99919325, 'index': 17, 'word': '勒', 'start': 16, 'end': 17}, {'entity': 'I-PER', 'score': 0.99256694, 'index': 25, 'word': '▁', 'start': 29, 'end': 30}, {'entity': 'I-PER', 'score': 0.9994173, 'index': 26, 'word': '?', 'start': 29, 'end': 30}, {'entity': 'I-PER', 'score': 0.99984837, 'index': 27, 'word': '曼', 'start': 30, 'end': 31}, {'entity': 'I-PER', 'score': 0.9998412, 'index': 28, 'word': '李', 'start': 31, 'end': 32}, {'entity': 'I-PER', 'score': 0.9992466, 'index': 29, 'word': '?', 'start': 32, 'end': 33}, {'entity': 'I-PER', 'score': 0.9960097, 'index': 59, 'word': '。', 'start': 83, 'end': 84}]","[{'word': 'Kevin Kennon', 'tag': 'I-PER', 'score': 0.9999887}, {'word': 'Rick Scofidio', 'tag': 'I-PER', 'score': 0.99997234}, {'word': 'Liz Diller', 'tag': 'I-PER', 'score': 0.99998116}, {'word': 'Norman Lear', 'tag': 'I-PER', 'score': 0.9999949}]","[{'word': '?文肯?', 'tag': 'I-PER', 'score': 0.998909}, {'word': '里克斯科菲迪?', 'tag': 'I-ORG', 'score': 0.678894}, {'word': '利?迪勒', 'tag': 'I-PER', 'score': 0.9974469}, {'word': '?曼李?', 'tag': 'I-PER', 'score': 0.9992466}, {'word': '。', 'tag': 'I-PER', 'score': 0.9960097}]"
So the notion of collaboration -- I think this reinforces how important that is.,[],回到前面?的合作的概念-- 我想??例子更加印?了??概念的重要性。,[],[],[]
"And in terms of the temporary nature of it, our goal was not to create something that would be there longer than it needed to be.",[],?于你所?的短?性， 我?的目?不是去建造一? 比?它的??需求?要?的建筑。,[],[],[]
"I think what we were most interested in was promoting a kind of dialogue that we felt may not have been happening enough in this city, about what's really happening there.",[],我想我?最感?趣的是促?一种?于??城市正在?生的事情的??， 我?得?种??目前在??城市?不?。 它是?于??城市正在?生的事情的。,[],[],[]
"And a day or two before it opened was Giuliani's farewell address, where he proposed the idea of all of Ground Zero being a memorial.","[{'entity': 'I-PER', 'score': 0.99998856, 'index': 10, 'word': '▁Giulia', 'start': 38, 'end': 44}, {'entity': 'I-PER', 'score': 0.9999902, 'index': 11, 'word': 'ni', 'start': 44, 'end': 46}, {'entity': 'I-LOC', 'score': 0.9999901, 'index': 27, 'word': '▁Ground', 'start': 104, 'end': 110}, {'entity': 'I-LOC', 'score': 0.9999889, 'index': 28, 'word': '▁Zero', 'start': 111, 'end': 115}]",在???景台?放的前一?天，正好是朱利安尼的离任致?， 他提出一?想法，把整?世??墟中心建成一??念碑。,"[{'entity': 'I-PER', 'score': 0.99972135, 'index': 13, 'word': '朱', 'start': 17, 'end': 18}, {'entity': 'I-PER', 'score': 0.99989736, 'index': 14, 'word': '利', 'start': 18, 'end': 19}, {'entity': 'I-PER', 'score': 0.99988663, 'index': 15, 'word': '安', 'start': 19, 'end': 20}, {'entity': 'I-PER', 'score': 0.9999167, 'index': 16, 'word': '尼', 'start': 20, 'end': 21}, {'entity': 'I-LOC', 'score': 0.97215253, 'index': 29, 'word': '世', 'start': 39, 'end': 40}, {'entity': 'I-LOC', 'score': 0.97996956, 'index': 30, 'word': '?', 'start': 40, 'end': 41}, {'entity': 'I-PER', 'score': 0.99854636, 'index': 38, 'word': '。', 'start': 52, 'end': 53}]","[{'word': 'Giuliani', 'tag': 'I-PER', 'score': 0.99998856}, {'word': 'Ground Zero', 'tag': 'I-LOC', 'score': 0.9999889}]","[{'word': '朱利安尼', 'tag': 'I-PER', 'score': 0.99972135}, {'word': '世?', 'tag': 'I-LOC', 'score': 0.97215253}, {'word': '。', 'tag': 'I-PER', 'score': 0.99854636}]"
"Which was very controversial, but it resonated with a lot of people.",[],?然??想法引起了很大的??，但是它也在很多人之?引起了共?。,[],[],[]
"And I think regardless of what the position is about how this sacred piece of land is to be used, having it come out of actually seeing it in a real encounter, I think makes it a more powerful dialogue.",[],我想不管那?地方是?于什么， 不管?片神圣的土地?作何用途， 只要?人?的想法?生碰撞， ?就成了一?非常?有力的??。,[],[],[]
And that's what we were interested in.,[],而??就是我?所感?趣的。,[],[],[]
"So that, very much, is in the realm of things I've been interested in before.",[],所以?，也是?于 我之前一直感?趣的?域。,[],[],[]
"KA: It seems to me, among other things, a lovely piece of civic infrastructure.",[],??特： 在我看?，跟其他的建筑物相比，?是一件很可?的市政基?建?。,"[{'entity': 'I-PER', 'score': 0.99916816, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99996746, 'index': 2, 'word': '?', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999417, 'index': 3, 'word': '?', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9999826, 'index': 4, 'word': '特', 'start': 2, 'end': 3}]",[],"[{'word': '??特', 'tag': 'I-PER', 'score': 0.9999417}]"
It enables that conversation to get serious.,[],它使???得??。,[],[],[]
"And six months after the fact -- and only a few months away from the site being cleaned -- we are very quickly, now, getting to the point where those conversations about what should go there are getting serious.",[],就在??之后的6?月-- 也就是?墟被清理干?后的几?月-- 我?就很快的? ?于在?墟上建什么的???得??而?真。,[],[],[]
Do you have -- having been as physically involved in the site as you have been doing this project -- have any ideas about what should or shouldn't be done?,[],作?一?建筑?，已?深入到?墟??， 去做???目，那么?于???墟--你有?有什么建??于 ??做什么，不??做什么？,[],[],[]
"DR: Well, I think one thing that shouldn't be done is evaluate -- I think right now the discussion is a very closed discussion on the master plan.","[{'entity': 'I-ORG', 'score': 0.44414118, 'index': 1, 'word': '▁DR', 'start': 0, 'end': 2}]",大?： 我想有一件事情是不??做的，那就是?价-- 我???在的??都非常接近?于?体?划的??。,"[{'entity': 'I-PER', 'score': 0.9999883, 'index': 1, 'word': '▁大', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99997973, 'index': 2, 'word': '?', 'start': 1, 'end': 2}]","[{'word': 'DR', 'tag': 'I-ORG', 'score': 0.44414118}]","[{'word': '大?', 'tag': 'I-PER', 'score': 0.99997973}]"
"The Protetch Gallery recently had a show on ideas for buildings, which had some sort of inventive ideas of buildings.","[{'entity': 'I-ORG', 'score': 0.9999697, 'index': 2, 'word': '▁Pro', 'start': 4, 'end': 7}, {'entity': 'I-ORG', 'score': 0.9999502, 'index': 3, 'word': 'tet', 'start': 7, 'end': 10}, {'entity': 'I-ORG', 'score': 0.99960023, 'index': 4, 'word': 'ch', 'start': 10, 'end': 12}, {'entity': 'I-ORG', 'score': 0.99985886, 'index': 5, 'word': '▁Gallery', 'start': 13, 'end': 20}]",最近普?德施?廊??了一??于建筑理念的展?， 那里有些很新的建筑理念。,"[{'entity': 'I-ORG', 'score': 0.9996723, 'index': 2, 'word': '普', 'start': 2, 'end': 3}, {'entity': 'I-ORG', 'score': 0.99976176, 'index': 3, 'word': '?', 'start': 3, 'end': 4}, {'entity': 'I-ORG', 'score': 0.99957734, 'index': 4, 'word': '德', 'start': 4, 'end': 5}, {'entity': 'I-ORG', 'score': 0.9988102, 'index': 5, 'word': '施', 'start': 5, 'end': 6}, {'entity': 'I-ORG', 'score': 0.6005609, 'index': 7, 'word': '廊', 'start': 7, 'end': 8}]","[{'word': 'Protetch Gallery', 'tag': 'I-ORG', 'score': 0.99960023}]","[{'word': '普?德施', 'tag': 'I-ORG', 'score': 0.9988102}, {'word': '廊', 'tag': 'I-ORG', 'score': 0.6005609}]"
KA: But it had some really terrible ideas.,[],??特： 但是也有很多糟糕的理念。,"[{'entity': 'I-PER', 'score': 0.99906534, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99991655, 'index': 2, 'word': '?', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99993813, 'index': 3, 'word': '?', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9999732, 'index': 4, 'word': '特', 'start': 2, 'end': 3}]",[],"[{'word': '??特', 'tag': 'I-PER', 'score': 0.99991655}]"
"DR: And it also felt a little bit like a kind of competition of ideas, where I think the focus of ideas should be on master planning and uses.","[{'entity': 'I-PER', 'score': 0.5781463, 'index': 1, 'word': '▁DR', 'start': 0, 'end': 2}]",大?： 它有?像??念的??， 我想理念的焦???放在?体的?划和使用上。,"[{'entity': 'I-PER', 'score': 0.99998605, 'index': 1, 'word': '▁大', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.999977, 'index': 2, 'word': '?', 'start': 1, 'end': 2}]","[{'word': 'DR', 'tag': 'I-PER', 'score': 0.5781463}]","[{'word': '大?', 'tag': 'I-PER', 'score': 0.999977}]"
"And I think there should be a broader -- which there's starting to be -- the dialogue is really opening up to, what does this site really want to be?",[],我想??有一?更加??的思路--就像正在?始改?的那?。 ??真的正在展?， ?于???墟到底???成什么？,[],[],[]
"And I truly believe until the issue of memorial is sorted out, that it's going to be very hard to have an intelligent discussion.",[],我?持??，除非?于建?念碑的想法被放?了， 不然很?有什么明智的??。,[],[],[]
"There's a few discussions right now that I think are very positive, about depressing the West Side Highway and connecting this over, so that there's one uninterrupted piece of land.","[{'entity': 'I-LOC', 'score': 0.9996525, 'index': 22, 'word': '▁West', 'start': 89, 'end': 93}, {'entity': 'I-LOC', 'score': 0.99963844, 'index': 23, 'word': '▁Side', 'start': 94, 'end': 98}, {'entity': 'I-LOC', 'score': 0.99931836, 'index': 24, 'word': '▁Highway', 'start': 99, 'end': 106}]",?在有一些??我?得非常的可行， ?于降下西?高速公路，然后把?里?接起?， ??就有一?不受干扰的地方了。,[],"[{'word': 'West Side Highway', 'tag': 'I-LOC', 'score': 0.99931836}]",[]
"KA: Well, I think that's interesting.",[],??特： ??想法很有趣。,"[{'entity': 'I-PER', 'score': 0.99935967, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999478, 'index': 2, 'word': '?', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99994564, 'index': 3, 'word': '?', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.99997723, 'index': 4, 'word': '特', 'start': 2, 'end': 3}, {'entity': 'I-PER', 'score': 0.9993056, 'index': 11, 'word': '。', 'start': 12, 'end': 13}]",[],"[{'word': '??特', 'tag': 'I-PER', 'score': 0.99994564}, {'word': '。', 'tag': 'I-PER', 'score': 0.9993056}]"
"And it gets to another issue that was probably inappropriate to discuss six months ago, but perhaps isn't now, which is, not many of us love the World Trade Center as a piece of architecture, as what it had done to this city and that huge plaza.","[{'entity': 'I-LOC', 'score': 0.9999603, 'index': 35, 'word': '▁World', 'start': 145, 'end': 150}, {'entity': 'I-LOC', 'score': 0.9998116, 'index': 36, 'word': '▁Trade', 'start': 151, 'end': 156}, {'entity': 'I-LOC', 'score': 0.99994385, 'index': 37, 'word': '▁Center', 'start': 157, 'end': 163}]",它?我想起另外一???，可能并不是很合适 在六?月前??，但是?在也?可以了。 我?很多人并不喜???城市里有世?中心??建筑， ?有那?巨大的??。,"[{'entity': 'I-LOC', 'score': 0.76018786, 'index': 33, 'word': '世', 'start': 55, 'end': 56}, {'entity': 'I-LOC', 'score': 0.85283023, 'index': 34, 'word': '?', 'start': 56, 'end': 57}, {'entity': 'I-LOC', 'score': 0.9433163, 'index': 35, 'word': '中心', 'start': 57, 'end': 59}]","[{'word': 'World Trade Center', 'tag': 'I-LOC', 'score': 0.9998116}]","[{'word': '世?中心', 'tag': 'I-LOC', 'score': 0.76018786}]"
"Is this an opportunity, is the silver lining -- a silver lining, here -- to rebuild some more traditional city grid, or not?",[],你?得?在是一?机??-- 很有希望的机?--去重建 一些更加??的城市建筑？,[],[],[]
DR: I think there's a real opportunity to engage in a discussion of why we live in cities.,"[{'entity': 'I-PER', 'score': 0.6528943, 'index': 1, 'word': '▁DR', 'start': 0, 'end': 2}]",大?： 我想?倒真是一?机??始?? 我??什么居住在城市。,"[{'entity': 'I-PER', 'score': 0.9999846, 'index': 1, 'word': '▁大', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999702, 'index': 2, 'word': '?', 'start': 1, 'end': 2}]","[{'word': 'DR', 'tag': 'I-PER', 'score': 0.6528943}]","[{'word': '大?', 'tag': 'I-PER', 'score': 0.9999702}]"
And why do we live in places where such dissimilar people collide up against us each day?,[],?什么我?住在??一?地方，如此不一?的人 每天彼此之?都有很多?突？,[],[],[]
"I don't think it has much to do with 50 or 60 or 70 or 80 thousand new office spaces, regardless of what the number is.",[],我不??新建5万，6万，7万，或者8万新?公室有多少意?， 不管你建多少。,[],[],[]
"So yeah, I think there is a chance to re-look at how we think about cities.",[],所以?，?是一?机?，重新??我?是怎?看待城市。,[],[],[]
"And in fact, there's a proposal on the table now for building number seven.",[],事?上，已?有一?方案在??，是?于新建7??的。,[],[],[]
KA: Which was the building just north of the Towers?,"[{'entity': 'I-ORG', 'score': 0.85792047, 'index': 1, 'word': '▁KA', 'start': 0, 'end': 2}, {'entity': 'I-LOC', 'score': 0.9982309, 'index': 11, 'word': '▁Tower', 'start': 45, 'end': 50}, {'entity': 'I-LOC', 'score': 0.99887615, 'index': 12, 'word': 's', 'start': 50, 'end': 51}]",??特： 就是世?塔?北?的那?建筑？,"[{'entity': 'I-PER', 'score': 0.9971553, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9998987, 'index': 2, 'word': '?', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.999782, 'index': 3, 'word': '?', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9999254, 'index': 4, 'word': '特', 'start': 2, 'end': 3}, {'entity': 'I-LOC', 'score': 0.56914824, 'index': 8, 'word': '世', 'start': 7, 'end': 8}, {'entity': 'I-LOC', 'score': 0.6290439, 'index': 9, 'word': '?', 'start': 8, 'end': 9}]","[{'word': 'KA', 'tag': 'I-ORG', 'score': 0.85792047}, {'word': 'Towers', 'tag': 'I-LOC', 'score': 0.9982309}]","[{'word': '??特', 'tag': 'I-PER', 'score': 0.999782}, {'word': '世?', 'tag': 'I-LOC', 'score': 0.56914824}]"
"DR: Right, which the towers fell into.","[{'entity': 'I-ORG', 'score': 0.99933845, 'index': 1, 'word': '▁DR', 'start': 0, 'end': 2}]",大?： ?的，塔?正好倒在它的上面。,"[{'entity': 'I-PER', 'score': 0.99995804, 'index': 1, 'word': '▁大', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.99992776, 'index': 2, 'word': '?', 'start': 1, 'end': 2}]","[{'word': 'DR', 'tag': 'I-ORG', 'score': 0.99933845}]","[{'word': '大?', 'tag': 'I-PER', 'score': 0.99992776}]"
And the reason that's been held up is essentially by community outrage that they're not re-opening the street to connect that back to the rest of the city.,[],之所以一直耽?主要是因??自于社?居民的?怒 他?一直??街道。 ??街道是?接城市的。,[],[],[]
"I think a public dialogue -- I think, you know, I'd like to see an international competition, and a call for ideas for uses.",[],所以我想要一?公?的??--你知道的， 我想看到一???化的??， ?征集建?方案。,[],[],[]
"KA: Whether it's arts, whether it's housing, whether it's what amount of shopping?","[{'entity': 'I-ORG', 'score': 0.7600498, 'index': 1, 'word': '▁KA', 'start': 0, 'end': 2}]",??特： 不?它是??品，房屋， ?是大量的商??？,"[{'entity': 'I-PER', 'score': 0.94569856, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9954899, 'index': 2, 'word': '?', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9926696, 'index': 3, 'word': '?', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9884511, 'index': 4, 'word': '特', 'start': 2, 'end': 3}]","[{'word': 'KA', 'tag': 'I-ORG', 'score': 0.7600498}]","[{'word': '??特', 'tag': 'I-PER', 'score': 0.9884511}]"
DR: Right. And we're looking for other things.,"[{'entity': 'I-ORG', 'score': 0.9932447, 'index': 1, 'word': '▁DR', 'start': 0, 'end': 2}]",大?： ?的。我?正在探索其他的?西。,"[{'entity': 'I-PER', 'score': 0.9999887, 'index': 1, 'word': '▁大', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999825, 'index': 2, 'word': '?', 'start': 1, 'end': 2}]","[{'word': 'DR', 'tag': 'I-ORG', 'score': 0.9932447}]","[{'word': '大?', 'tag': 'I-PER', 'score': 0.9999825}]"
This small foundation we put together is looking for other ways to help.,[],我?所建立的??小基金正在?求其他能??助的方式。,[],[],[]
Including taking a small piece adjacent to the site and inviting 10 architects who currently don't have a voice in New York to do artist housing.,"[{'entity': 'I-LOC', 'score': 0.9999956, 'index': 28, 'word': '▁New', 'start': 115, 'end': 118}, {'entity': 'I-LOC', 'score': 0.99999166, 'index': 29, 'word': '▁York', 'start': 119, 'end': 123}]",比如，在?墟附近找?小地方， 邀?10?目前在????有?望的建筑? ?作???家住房。,"[{'entity': 'I-LOC', 'score': 0.99999654, 'index': 19, 'word': '??', 'start': 23, 'end': 25}]","[{'word': 'New York', 'tag': 'I-LOC', 'score': 0.99999166}]","[{'word': '??', 'tag': 'I-LOC', 'score': 0.99999654}]"
"And find other ways to encourage the discussion to be against sort of monolithic, single solutions, and more about a multiplicity of things.",[],同??找其他的方式鼓?更多的?? ?反??一的方案， 我?需要更多?于事物的多?性。,[],[],[]
"KA: Before we end, I know you have a piece of digital video of the experience of being on this platform?","[{'entity': 'I-ORG', 'score': 0.5054362, 'index': 1, 'word': '▁KA', 'start': 0, 'end': 2}]",??特： 在我??束之前，我知道你?有一?短片要展示 是?于在???景台上的真?体?的,"[{'entity': 'I-PER', 'score': 0.99926454, 'index': 1, 'word': '▁', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.999974, 'index': 2, 'word': '?', 'start': 0, 'end': 1}, {'entity': 'I-PER', 'score': 0.9999645, 'index': 3, 'word': '?', 'start': 1, 'end': 2}, {'entity': 'I-PER', 'score': 0.9999808, 'index': 4, 'word': '特', 'start': 2, 'end': 3}]","[{'word': 'KA', 'tag': 'I-ORG', 'score': 0.5054362}]","[{'word': '??特', 'tag': 'I-PER', 'score': 0.9999645}]"
